id;AfterPenaltyAway;AfterPenaltyHome;Away;Day;DivisionAway;DivisionHome;DivisionPlaceAway;DivisionPlaceDifference;DivisionPlaceHome;FavouriteStatusAway;FavouriteStatusHome;FocusedEvent;GameID;GameNumber;GoalsAway;GoalsHome;Home;Played;PrestigeCupAway;PrestigeCupHome;PrestigePointsBasic;PrestigePointsDivisionBasic;PrestigePointsFocusedEvent;PrestigePointsRivalryAway;PrestigePointsRivalryHome;PrestigePointsTotalAway;PrestigePointsTotalHome;TournamnetRound;RoutinePoints;SignAway;SignHome;TeamMotivationAway;TeamMotivationFavouriteStatusAway;TeamMotivationFavouriteStatusHome;TeamMotivationHome;TeamMotivationPreviousRoundAway;TeamMotivationPreviousRoundHome;TeamMotivationSituationAway;TeamMotivationSituationHome;TeamRankAway;TeamRankDifference;TeamRankDivisionAway;TeamRankDivisionDifference;TeamRankDivisionHome;TeamRankHome;TeamRivalryAway;TeamRivalryHome;TeamRivalryTotal;TeamTacticsAway;TeamTacticsGameValueAway;TeamTacticsGameValueHome;TeamTacticsHome;TeamTacticsValueAway;TeamTacticsValueHome;Tournament;TypeOfGame;Week;Winner;QualificationHome;QualificationAway;SchedulingIdentifyerHome;SchedulingIdentifyerAway
197;;;KU;29;;;7;2;9;Favorite;Underdog;Relegation battle;197;3;;;BM;0;;;0.0;-0.05;0.03;0.0;0.0;-0.02;-0.02;5;0;;;1.11875;0.9;1.06;1.235;1.015;1.0;0.19;0.19;46;12;3;5;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
198;;;ARK;29;;;1;1;2;Favorite;Underdog;Top Meeting;198;4;;;CN;0;;;0.0;-0.05;0.01;0.0;0.0;-0.04;-0.04;5;0;;;1.065625;0.98;1.04;1.21375;0.9625;0.975;0.09;0.19;36;16;2;4;6;52;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
199;;;GE;29;;;5;-2;3;Underdog;Favorite;;199;5;;;BI;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;5;0;;;1.193125;1.0;0.97;1.1775;1.0125;1.04;0.19;0.19;50;-16;5;-4;1;34;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;5;;;;ScheduleDraw;ScheduleDraw
200;;;ELD;29;;;2;6;8;Normal;Normal;;200;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.238125;0.96;1.05;1.37375;0.9125;1.185;0.29;0.29;54;-27;9;-8;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;5;;;;ScheduleDraw;ScheduleDraw
201;;;HS;29;;;5;5;10;Favorite;Underdog;;201;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.28375;0.99;1.05;1.34875;1.005;1.085;0.29;0.29;37;16;2;6;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;5;;;;ScheduleDraw;ScheduleDraw
202;;;NS;29;;;3;6;9;Normal;Normal;;202;3;;;SFI;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.206875;0.95;0.98;1.315;0.8175;1.16;0.29;0.29;51;-7;7;-3;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
203;;;COB;29;;;4;-3;1;Normal;Normal;;203;4;;;SVF;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;5;0;;;1.27625;0.99;0.99;1.15375;0.975;0.885;0.29;0.19;45;11;5;5;10;56;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
204;;;HH;29;;;6;1;7;Favorite;Underdog;Even Oppenents;204;5;;;AF;0;;;0.0;-0.03;0.05;0.0;0.0;0.02;0.02;5;0;;;1.24;0.94;1.1;1.3675;0.98;1.01;0.29;0.29;41;8;3;3;6;49;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;5;;;;ScheduleDraw;ScheduleDraw
205;;;LOD;29;;;6;-5;1;Normal;Normal;;205;1;;;TW;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.369375;1.05;0.97;1.149375;1.1675;0.9275;0.29;0.19;25;10;1;4;5;35;0.0;0.0;0.0;Balanced;0.484375;0.397727272727273;Balanced;0.484375;0.397727272727273;4;Group;5;;;;ScheduleDraw;ScheduleDraw
206;;;CHA;29;;;5;-3;2;Underdog;Favorite;;206;2;;;TL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.281875;1.04;1.01;1.315;0.8475;1.07;0.29;0.29;39;-8;6;-2;4;31;0.0;0.0;0.0;Balanced;0.409090909090909;0.484536082474227;Balanced;0.409090909090909;0.484536082474227;4;Group;5;;;;ScheduleDraw;ScheduleDraw
207;;;VP;29;;;3;4;7;Favorite;Underdog;;207;3;;;SS;0;;;0.0;-0.01;;0.0434782608695652;0.0434782608695652;0.0334782608695652;0.0334782608695652;5;0;;;1.27;0.98;1.08;1.389375;0.98;1.1575;0.29;0.29;29;1;2;1;3;30;0.5;0.5;1.0;Drop back;0.127659574468085;0.0677966101694915;Drop back;0.127659574468085;0.0677966101694915;4;Group;5;;;;ScheduleDraw;ScheduleDraw
208;;;CJ;29;;;8;-4;4;Underdog;Favorite;;208;4;;;SOL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;5;0;;;1.294375;1.02;0.93;1.223125;0.9575;0.9425;0.29;0.29;48;-8;9;-2;7;40;0.0;0.0;0.0;Balanced;0.5;0.222222222222222;Drop back;0.5;0.222222222222222;4;Group;5;;;;ScheduleDraw;ScheduleDraw
209;;;SV;29;;;9;1;10;Normal;Normal;Relegation battle;209;5;;;S;0;;;0.0;-0.01;0.03;0.0;0.0;0.02;0.02;5;0;;;1.303125;1.01;0.99;1.3025;1.0225;1.08;0.29;0.29;57;-15;10;-2;8;42;0.0;0.0;0.0;Balanced;0.5;0.386363636363636;Balanced;0.5;0.386363636363636;4;Group;5;;;;ScheduleDraw;ScheduleDraw
210;;;TA;29;;;3;7;10;Big favorite;Big underdog;;210;1;;;TBT;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;5;0;;;1.17875;0.85;0.95;1.266875;1.005;1.0575;0.29;0.29;21;17;4;5;9;38;0.0;0.0;0.0;Drop back;0.269230769230769;0.439024390243902;Balanced;0.269230769230769;0.439024390243902;3;Group;5;;;;ScheduleDraw;ScheduleDraw
211;;;KS;29;;;8;-4;4;Normal;Normal;;211;2;;;ISF;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;5;0;;;1.295;0.99;1.0;1.28125;1.05;0.965;0.29;0.29;20;13;3;5;8;33;0.0;0.0;0.0;Balanced;0.346153846153846;0.51685393258427;Balanced;0.346153846153846;0.51685393258427;3;Group;5;;;;ScheduleDraw;ScheduleDraw
212;;;BK;29;;;7;-2;5;Normal;Normal;;212;3;;;MS;0;;;0.0;0.01;;0.0869565217391304;0.0869565217391304;0.0969565217391304;0.0969565217391304;5;0;;;1.296875;1.0;1.03;1.309375;1.0275;0.9875;0.29;0.29;22;4;5;1;6;26;1.0;1.0;2.0;Balanced;0.656;0.533333333333333;Balanced;0.656;0.533333333333333;3;Group;5;;;;ScheduleDraw;ScheduleDraw
213;;;EAG;29;;;9;-3;6;Underdog;Favorite;;213;4;;;SST;0;;;0.0;0.01;;0.0869565217391304;0.0869565217391304;0.0969565217391304;0.0969565217391304;5;0;;;1.34;1.05;1.02;1.318125;1.05;1.0525;0.29;0.29;43;-25;10;-8;2;18;1.0;1.0;2.0;Balanced;0.529411764705882;0.666666666666667;Balanced;0.529411764705882;0.666666666666667;3;Group;5;;;;ScheduleDraw;ScheduleDraw
214;;;DO;29;;;2;-1;1;Underdog;Favorite;Top Meeting;214;5;;;TH;0;;;0.0;0.01;0.01;0.130434782608696;0.130434782608696;0.150434782608696;0.150434782608696;5;0;;;1.336875;1.08;1.02;1.1925;0.9475;0.95;0.29;0.19;28;-17;7;-6;1;11;1.5;1.5;3.0;Drop back;0.178571428571429;0.2;Drop back;0.178571428571429;0.2;3;Group;5;;;;ScheduleDraw;ScheduleDraw
215;;;VIK;29;;;6;-3;3;Underdog;Favorite;;215;1;;;ÖD;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.279375;0.99;0.92;1.2225;0.9875;0.97;0.29;0.29;10;-7;4;-3;1;3;0.0;0.0;0.0;Drop back;0.25;0.551282051282051;Balanced;0.25;0.551282051282051;2;Group;5;;;;ScheduleDraw;ScheduleDraw
216;;;TG;29;;;1;6;7;Big favorite;Big underdog;;216;2;;;HÖ;0;;;0.0;0.03;;0.0434782608695652;0.0434782608695652;0.0734782608695652;0.0734782608695652;5;0;;;1.05;0.82;1.03;1.3375;0.98;1.1;0.19;0.29;5;27;2;8;10;32;0.5;0.5;1.0;Balanced;0.321428571428571;0.436781609195402;Balanced;0.321428571428571;0.436781609195402;2;Group;5;;;;ScheduleDraw;ScheduleDraw
217;;;LION;29;;;4;4;8;Normal;Normal;;217;3;;;PA;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;5;0;;;1.2775;1.0;1.0;1.291875;0.95;1.0075;0.29;0.29;24;-7;9;-1;8;17;1.0;1.0;2.0;Balanced;0.5;0.583333333333333;Balanced;0.5;0.583333333333333;2;Group;5;;;;ScheduleDraw;ScheduleDraw
218;;;LEO;29;;;5;4;9;Normal;Normal;;218;4;;;SFÅ;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.32125;1.05;1.0;1.3425;0.975;1.21;0.29;0.29;12;-4;5;-2;3;8;0.0;0.0;0.0;Balanced;0.678571428571429;0.196428571428571;Drop back;0.678571428571429;0.196428571428571;2;Group;5;;;;ScheduleDraw;ScheduleDraw
219;;;SSL;29;;;2;8;10;Favorite;Underdog;;219;5;;;TWL;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;5;0;;;1.19125;0.93;1.03;1.33;0.815;1.07;0.29;0.29;16;-2;7;-1;6;14;0.0;0.0;0.0;Push up;0.764705882352941;0.235294117647059;Drop back;0.764705882352941;0.235294117647059;2;Group;5;;;;ScheduleDraw;ScheduleDraw
220;;;SSM;29;;;7;-5;2;Big underdog;Big favorite;;220;1;;;KÄ;0;;;0.0;0.05;;0.0869565217391304;0.0869565217391304;0.13695652173913;0.13695652173913;5;0;;;1.285;1.0;0.96;1.2625;0.98;1.01;0.29;0.29;15;-14;8;-7;1;1;1.0;1.0;2.0;Balanced;0.369565217391304;0.410958904109589;Balanced;0.369565217391304;0.410958904109589;1;Group;5;;;;ScheduleDraw;ScheduleDraw
221;;;SFA;29;;;4;4;8;Normal;Normal;;221;2;;;DBL;0;;;0.0;0.05;;0.0;0.0;0.05;0.05;5;0;;;1.263125;0.97;1.04;1.344375;0.9825;1.0975;0.29;0.29;4;-2;3;-1;2;2;0.0;0.0;0.0;Balanced;0.591836734693878;0.1;Drop back;0.591836734693878;0.1;1;Group;5;;;;ScheduleDraw;ScheduleDraw
222;;;PBV;29;;;10;-7;3;Underdog;Favorite;;222;3;;;SF;0;;;0.0;0.05;;0.0869565217391304;0.0869565217391304;0.13695652173913;0.13695652173913;5;0;;;1.35625;1.08;0.9;1.214375;1.025;0.9975;0.29;0.29;19;-12;9;-4;5;7;1.0;1.0;2.0;Balanced;0.413793103448276;0.5;Balanced;0.413793103448276;0.5;1;Group;5;;;;ScheduleDraw;ScheduleDraw
223;;;FF;29;;;9;-4;5;Underdog;Favorite;;223;4;;;ZB;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;5;0;;;1.324375;1.05;1.03;1.306875;0.9875;0.9775;0.29;0.29;23;-10;10;-3;7;13;0.5;0.5;1.0;Drop back;0.225806451612903;0.595238095238095;Balanced;0.225806451612903;0.595238095238095;1;Group;5;;;;ScheduleDraw;ScheduleDraw
224;;;PF;29;;;1;5;6;Normal;Normal;;224;5;;;SL;0;;;0.0;0.05;;0.478260869565217;0.478260869565217;0.528260869565217;0.528260869565217;5;0;;;1.16;0.98;1.04;1.31375;0.94;0.975;0.19;0.29;9;-3;6;-2;4;6;5.5;5.5;11.0;Balanced;0.571428571428571;0.531645569620253;Balanced;0.571428571428571;0.531645569620253;1;Group;5;;;;ScheduleDraw;ScheduleDraw
225;;;SOS;36;;;4;4;8;Favorite;Underdog;;225;1;;;MÖS;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.144375;0.93;0.97;1.153125;1.0275;0.9425;0.19;0.19;47;13;4;6;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
226;;;ÖR;36;;;10;-4;6;Underdog;Favorite;;226;2;;;GC;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.21875;1.02;0.94;1.151875;1.055;1.0275;0.19;0.19;59;-4;9;-2;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
227;;;BI;36;;;3;6;9;Big favorite;Big underdog;;227;3;;;BM;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.0725;0.83;1.16;1.31;1.04;1.0;0.19;0.19;34;24;1;7;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
228;;;GE;36;;;5;-3;2;Normal;Normal;;228;4;;;CN;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.215625;1.03;1.03;1.20625;1.0125;0.975;0.19;0.19;50;2;5;1;6;52;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
229;;;ARK;36;;;1;6;7;Favorite;Underdog;;229;5;;;KU;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.020625;0.92;1.1;1.26875;0.9625;1.015;0.09;0.19;36;10;2;1;3;46;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
230;;;SVF;36;;;1;7;8;Normal;Normal;;230;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.17625;1.02;1.01;1.34375;0.885;1.185;0.19;0.29;56;-29;10;-9;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;6;;;;ScheduleDraw;ScheduleDraw
231;;;ELD;36;;;2;8;10;Favorite;Underdog;;231;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.253125;0.98;1.09;1.37875;0.9125;1.085;0.29;0.29;54;-1;9;-1;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;6;;;;ScheduleDraw;ScheduleDraw
232;;;AF;36;;;7;2;9;Normal;Normal;Relegation battle;232;3;;;SFI;0;;;0.0;-0.03;0.03;0.0;0.0;0.0;0.0;6;0;;;1.27;0.97;0.96;1.3;1.01;1.16;0.29;0.29;49;-5;6;-2;4;44;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
233;;;COB;36;;;4;1;5;Normal;Normal;Even Oppenents;233;4;;;HS;0;;;0.0;-0.03;0.05;0.0;0.0;0.02;0.02;6;0;;;1.26875;0.98;0.99;1.28375;0.975;1.005;0.29;0.29;45;-8;5;-3;2;37;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
234;;;HH;36;;;6;-3;3;Normal;Normal;;234;5;;;NS;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.2475;0.95;0.98;1.229375;0.98;0.8175;0.29;0.29;41;10;3;4;7;51;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;5;Group;6;;;;ScheduleDraw;ScheduleDraw
235;;;VP;36;;;3;-2;1;Normal;Normal;Top Meeting;235;1;;;TW;0;;;0.0;-0.01;0.01;0.0;0.0;0.0;0.0;6;0;;;1.3;1.02;0.95;1.134375;0.98;0.9275;0.29;0.19;29;6;2;3;5;35;0.0;0.0;0.0;Drop back;0.127659574468085;0.397727272727273;Balanced;0.127659574468085;0.397727272727273;4;Group;6;;;;ScheduleDraw;ScheduleDraw
236;;;SOL;36;;;4;-2;2;Underdog;Favorite;;236;2;;;TL;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.313125;1.05;0.93;1.255;0.9425;1.07;0.29;0.29;40;-9;7;-3;4;31;0.0;0.0;0.0;Drop back;0.222222222222222;0.484536082474227;Balanced;0.222222222222222;0.484536082474227;4;Group;6;;;;ScheduleDraw;ScheduleDraw
237;;;S;36;;;10;-3;7;Underdog;Favorite;Relegation battle;237;3;;;SS;0;;;0.0;-0.01;0.03;0.0869565217391304;0.0869565217391304;0.10695652173913;0.10695652173913;6;0;;;1.3775;1.09;1.01;1.336875;1.08;1.1575;0.29;0.29;42;-12;8;-5;3;30;1.0;1.0;2.0;Balanced;0.386363636363636;0.0677966101694915;Drop back;0.386363636363636;0.0677966101694915;4;Group;6;;;;ScheduleDraw;ScheduleDraw
238;;;SV;36;;;9;-4;5;Underdog;Favorite;;238;4;;;CHA;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.288125;0.99;0.91;1.184375;1.0225;0.8475;0.29;0.29;57;-18;10;-4;6;39;0.0;0.0;0.0;Balanced;0.5;0.409090909090909;Balanced;0.5;0.409090909090909;4;Group;6;;;;ScheduleDraw;ScheduleDraw
239;;;CJ;36;;;8;-2;6;Underdog;Favorite;;239;5;;;LOD;0;;;0.0;-0.01;;0.0;0.0;-0.01;-0.01;6;0;;;1.301875;1.03;0.92;1.271875;0.9575;1.1675;0.29;0.29;48;-23;9;-8;1;25;0.0;0.0;0.0;Balanced;0.5;0.484375;Balanced;0.5;0.484375;4;Group;6;;;;ScheduleDraw;ScheduleDraw
240;;;SST;36;;;6;4;10;Favorite;Underdog;;240;1;;;TBT;0;;;0.0;0.01;;0.0434782608695652;0.0434782608695652;0.0534782608695652;0.0534782608695652;6;0;;;1.325625;1.03;1.01;1.311875;1.0525;1.0575;0.29;0.29;18;20;2;7;9;38;0.5;0.5;1.0;Balanced;0.666666666666667;0.439024390243902;Balanced;0.666666666666667;0.439024390243902;3;Group;6;;;;ScheduleDraw;ScheduleDraw
241;;;MS;36;;;5;-1;4;Normal;Normal;Even Oppenents;241;2;;;ISF;0;;;0.0;0.01;0.05;0.0;0.0;0.06;0.06;6;0;;;1.264375;0.97;1.02;1.29625;0.9875;0.965;0.29;0.29;26;7;6;2;8;33;0.0;0.0;0.0;Balanced;0.533333333333333;0.51685393258427;Balanced;0.533333333333333;0.51685393258427;3;Group;6;;;;ScheduleDraw;ScheduleDraw
242;;;DO;36;;;2;6;8;Normal;Normal;;242;3;;;KS;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;6;0;;;1.246875;0.96;0.96;1.2725;0.9475;1.05;0.29;0.29;28;-8;7;-4;3;20;0.0;0.0;0.0;Drop back;0.178571428571429;0.346153846153846;Balanced;0.178571428571429;0.346153846153846;3;Group;6;;;;ScheduleDraw;ScheduleDraw
243;;;EAG;36;;;9;-6;3;Big underdog;Big favorite;;243;4;;;TA;0;;;0.0;0.01;;0.91304347826087;0.91304347826087;0.92304347826087;0.92304347826087;6;0;;;1.3475;1.06;0.81;1.14875;1.05;1.005;0.29;0.29;43;-22;10;-6;4;21;10.5;10.5;21.0;Balanced;0.529411764705882;0.269230769230769;Drop back;0.529411764705882;0.269230769230769;3;Group;6;;;;ScheduleDraw;ScheduleDraw
244;;;TH;36;;;1;6;7;Favorite;Underdog;;244;5;;;BK;0;;;0.0;0.01;;0.0;0.0;0.01;0.01;6;0;;;1.1325;0.94;1.09;1.364375;0.95;1.0275;0.19;0.29;11;11;1;4;5;22;0.0;0.0;0.0;Drop back;0.2;0.656;Balanced;0.2;0.656;3;Group;6;;;;ScheduleDraw;ScheduleDraw
245;;;TWL;36;;;10;-7;3;Big underdog;Big favorite;;245;1;;;ÖD;0;;;0.0;0.03;;0.0434782608695652;0.0434782608695652;0.0734782608695652;0.0734782608695652;6;0;;;1.36;1.07;1.03;1.305;1.07;0.97;0.29;0.29;14;-11;6;-5;1;3;0.5;0.5;1.0;Drop back;0.235294117647059;0.551282051282051;Balanced;0.235294117647059;0.551282051282051;2;Group;6;;;;ScheduleDraw;ScheduleDraw
246;;;LEO;36;;;5;2;7;Favorite;Underdog;;246;2;;;HÖ;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;6;0;;;1.26125;0.97;1.07;1.3675;0.975;1.1;0.29;0.29;12;20;5;5;10;32;0.0;0.0;0.0;Balanced;0.678571428571429;0.436781609195402;Balanced;0.678571428571429;0.436781609195402;2;Group;6;;;;ScheduleDraw;ScheduleDraw
247;;;SSL;36;;;2;6;8;Favorite;Underdog;;247;3;;;PA;0;;;0.0;0.03;;0.0;0.0;0.03;0.03;6;0;;;1.22875;0.98;1.04;1.321875;0.815;1.0075;0.29;0.29;16;1;7;1;8;17;0.0;0.0;0.0;Push up;0.764705882352941;0.583333333333333;Balanced;0.764705882352941;0.583333333333333;2;Group;6;;;;ScheduleDraw;ScheduleDraw
248;;;VIK;36;;;6;-5;1;Underdog;Favorite;;248;4;;;TG;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;6;0;;;1.361875;1.1;0.91;1.1175;0.9875;0.98;0.29;0.19;10;-5;4;-2;2;5;1.0;1.0;2.0;Drop back;0.25;0.321428571428571;Balanced;0.25;0.321428571428571;2;Group;6;;;;ScheduleDraw;ScheduleDraw
249;;;LION;36;;;4;5;9;Normal;Normal;;249;5;;;SFÅ;0;;;0.0;0.03;;0.0869565217391304;0.0869565217391304;0.11695652173913;0.11695652173913;6;0;;;1.2625;0.98;0.97;1.32;0.95;1.21;0.29;0.29;24;-16;9;-6;3;8;1.0;1.0;2.0;Balanced;0.5;0.196428571428571;Drop back;0.5;0.196428571428571;2;Group;6;;;;ScheduleDraw;ScheduleDraw
250;;;DBL;36;;;8;-6;2;Underdog;Favorite;;250;1;;;KÄ;0;;;0.0;0.05;;0.91304347826087;0.91304347826087;0.96304347826087;0.96304347826087;6;0;;;1.359375;1.06;0.94;1.2475;1.0975;1.01;0.29;0.29;2;-1;2;-1;1;1;10.5;10.5;21.0;Drop back;0.1;0.410958904109589;Balanced;0.1;0.410958904109589;1;Group;6;;;;ScheduleDraw;ScheduleDraw
251;;;SL;36;;;6;-3;3;Normal;Normal;;251;2;;;SF;0;;;0.0;0.05;;0.304347826086957;0.304347826086957;0.354347826086957;0.354347826086957;6;0;;;1.26875;0.98;0.95;1.251875;0.975;0.9975;0.29;0.29;6;1;4;1;5;7;3.5;3.5;7.0;Balanced;0.531645569620253;0.5;Balanced;0.531645569620253;0.5;1;Group;6;;;;ScheduleDraw;ScheduleDraw
252;;;PF;36;;;1;4;5;Favorite;Underdog;;252;3;;;ZB;0;;;0.0;0.05;;0.0434782608695652;0.0434782608695652;0.0934782608695652;0.0934782608695652;6;0;;;1.16;0.98;1.1;1.359375;0.94;0.9775;0.19;0.29;9;4;6;1;7;13;0.5;0.5;1.0;Balanced;0.571428571428571;0.595238095238095;Balanced;0.571428571428571;0.595238095238095;1;Group;6;;;;ScheduleDraw;ScheduleDraw
253;;;SFA;36;;;4;6;10;Big favorite;Big underdog;;253;4;;;PBV;0;;;0.0;0.05;;0.0;0.0;0.05;0.05;6;0;;;1.218125;0.91;0.97;1.27375;0.9825;1.025;0.29;0.29;4;15;3;6;9;19;0.0;0.0;0.0;Balanced;0.591836734693878;0.413793103448276;Balanced;0.591836734693878;0.413793103448276;1;Group;6;;;;ScheduleDraw;ScheduleDraw
254;;;SSM;36;;;7;2;9;Favorite;Underdog;Relegation battle;254;5;;;FF;0;;;0.0;0.05;0.03;0.347826086956522;0.347826086956522;0.427826086956522;0.427826086956522;6;0;;;1.285;1.0;0.98;1.271875;0.98;0.9875;0.29;0.29;15;8;8;2;10;23;4.0;4.0;8.0;Balanced;0.369565217391304;0.225806451612903;Drop back;0.369565217391304;0.225806451612903;1;Group;6;;;;ScheduleDraw;ScheduleDraw
255;;;SOS;36;;;4;4;8;Favorite;Underdog;;255;1;;;MÖS;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.166875;0.96;1.01;1.183125;1.0275;0.9425;0.19;0.19;47;13;4;6;10;60;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
256;;;ÖR;36;;;10;-4;6;Underdog;Favorite;;256;2;;;GC;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.25625;1.07;0.94;1.151875;1.055;1.0275;0.19;0.19;59;-4;9;-2;7;55;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
257;;;BI;36;;;3;6;9;Big favorite;Big underdog;;257;3;;;BM;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.1925;0.99;1.07;1.2425;1.04;1.0;0.19;0.19;34;24;1;7;8;58;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
258;;;GE;36;;;5;-3;2;Normal;Normal;;258;4;;;CN;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.155625;0.95;0.99;1.17625;1.0125;0.975;0.19;0.19;50;2;5;1;6;52;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
259;;;ARK;36;;;1;6;7;Favorite;Underdog;;259;5;;;KU;0;;;0.0;-0.05;;0.0;0.0;-0.05;-0.05;6;0;;;1.013125;0.91;1.09;1.26125;0.9625;1.015;0.09;0.19;36;10;2;1;3;46;0.0;0.0;0.0;Balanced;0.5;0.5;Balanced;0.5;0.5;6;Group;6;;;;ScheduleDraw;ScheduleDraw
260;;;SVF;36;;;1;7;8;Normal;Normal;;260;1;;;TD;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.13125;0.96;1.0;1.33625;0.885;1.185;0.19;0.29;56;-29;10;-9;1;27;0.0;0.0;0.0;Balanced;0.5;0.0166666666666667;Drop back;0.5;0.0166666666666667;5;Group;6;;;;ScheduleDraw;ScheduleDraw
261;;;ELD;36;;;2;8;10;Favorite;Underdog;;261;2;;;KN;0;;;0.0;-0.03;;0.0;0.0;-0.03;-0.03;6;0;;;1.253125;0.98;1.08;1.37125;0.9125;1.085;0.29;0.29;54;-1;9;-1;8;53;0.0;0.0;0.0;Balanced;0.5;0.491071428571428;Balanced;0.5;0.491071428571428;5;Group;6;;;;ScheduleDraw;ScheduleDraw
